codigo;descricao
4.09.01.27-0;US – Obstétrica gestação múltipla: cada feto
4.09.01.26-2;US – Obstétrica morfológica
4.09.01.50-5;US – Obstétrica: perfil biofísico fetal
4.09.01.81-5;US – Órgão ou estrutura isolada com contraste microbolhas
4.09.01.20-3;US – Órgãos superficiais (tireoide ou escroto ou pênis ou crânio)
4.09.01.85-8;US – Pesquisa de endometriose
4.09.01.75-0;US – Próstata (via abdominal)
4.09.01.33-5;US – Próstata transretal (não inclui abdome inferior masculino)
4.09.01.67-0;US – Prova de Boyden
4.09.01.14-9;US – Retroperitônio (grandes vasos ou adrenais)
4.09.01.04-1;US – Torácico extracardíaco
4.09.01.30-0;US – Transvaginal (útero, ovário, anexos e vagina)
4.09.01.31-9;US – Transvaginal para controle de ovulação (3 ou mais exames)
4.09.01.49-1;US – Tridimensional – acrescentar ao exame de base
4.09.01.82-3;US – Vascular com contraste microbolhas
4.09.01.52-1;Ultrassonografia biomicroscópica – monocular
4.09.01.73-4;Ultrassonografia de peça cirúrgica
4.09.01.53-0;Ultrassonografia diagnóstica – monocular
4.09.01.74-2;Ultrassonografia transretal radial
4.09.02.06-4;Doppler colorido intraoperatório
4.09.02.11-0;Drenagem percutânea orientada por US (acrescentar o exame de base)
4.09.02.14-5;Ecodopplercardiograma intracardíaco
4.09.02.08-0;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) – por hora suplementar
4.09.02.07-2;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora)
4.09.02.05-6;US – Intraoperatório
4.09.02.13-7;US – Monitorização por Doppler transcraniano
4.09.02.02-1;US – Obstétrica 1º trimestre com punção: biópsia ou aspirativa
4.09.02.01-3;US – Obstétrica: com amniocentese
4.09.02.03-0;US – Próstata transretal com biópsia – até 8 fragmentos
4.09.02.04-8;US – Próstata transretal com biópsia – mais de 8 fragmentos
4.09.02.12-9;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base)
4.09.03.01-0;Laudo evolutivo de ultrassonografia por procedimento
4.10.00.00-5;Código Procedimento Porte Custo Oper. Filme ou Doc. Incid. TOMOGRAFIA COMPUTADORIZADA DIAGNÓSTICA
4.10.01.10-9;TC – Abdome superior
4.10.01.09-5;TC – Abdome total (abdome superior, pelve e retroperitônio)
4.10.01.43-5;Angiotomografia arterial de abdome superior
4.10.01.37-0;Angiotomografia arterial de crânio
4.10.01.47-8;Angiotomografia arterial de membro inferior
4.10.01.49-4;Angiotomografia arterial de membro superior
4.10.01.45-1;Angiotomografia arterial de pelve
4.10.01.39-7;Angiotomografia arterial de pescoço
4.10.01.41-9;Angiotomografia arterial de tórax
4.10.01.51-6;Angiotomografia arterial pulmonar
4.10.01.23-0;Angiotomografia coronariana
4.10.01.18-4;Angiotomografia de aorta abdominal
4.10.01.17-6;Angiotomografia de aorta torácica
4.10.01.44-3;Angiotomografia venosa de abdome superior
4.10.01.38-9;Angiotomografia venosa de crânio
4.10.01.48-6;Angiotomografia venosa de membro inferior
4.10.01.50-8;Angiotomografia venosa de membro superior
4.10.01.46-0;Angiotomografia venosa de pelve
4.10.01.40-0;Angiotomografia venosa de pescoço
4.10.01.42-7;Angiotomografia venosa de tórax
4.10.01.52-4;Angiotomografia venosa pulmonar
4.10.01.14-1;TC – Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxofemoral ou joelho ou tornozelo) – unilateral
4.10.01.04-4;TC – Articulações temporomandibulares
4.10.01.25-7;TC – Cisternografia
4.10.01.26-5;TC – Colonoscopia virtual (colonografia)
4.10.01.13-3;TC – Coluna – segmento adicional
4.10.01.12-5;TC – Coluna cervical ou dorsal ou lombossacra (até 3 segmentos)
4.10.01.08-7;TC – Coração – para avaliação do escore de cálcio coronariano
4.10.01.01-0;TC – Crânio ou sela túrcica ou órbitas
4.10.01.05-2;TC – Dental (dentascan)
4.10.01.21-4;Endoscopia virtual de qualquer órgão ou estrutura por TC – acrescentar ao exame de base
4.10.01.19-2;TC – Escanometria digital
4.10.01.03-6;TC – Face ou seios da face
4.10.01.27-3;TC – Mandíbula
4.10.01.02-8;TC – Mastoides ou orelhas
4.10.01.28-1;TC – Maxilar
4.10.01.11-7;TC – Pelve ou bacia
4.10.01.06-0;TC – Pescoço (partes moles, laringe, tireoide, faringe e glândulas salivares)
4.10.01.20-6;TC – Reconstrução tridimensional de qualquer órgão ou região – acrescentar ao exame de base
4.10.01.15-0;TC – Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) – unilateral
4.10.01.32-0;Tomossíntese digital mamária
4.10.01.36-2;TC de vias urinárias (urotomografia)
4.10.01.22-2;TC para PET dedicado oncológico
4.10.01.53-2;TC para planejamento oncológico
4.10.01.07-9;TC – Tórax
4.10.02.05-9;Artro-TC (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxo femoral ou joelho ou tornozelo) – unilateral
4.10.02.03-2;Drenagem percutânea orientada por TC (acrescentar o exame de base)
4.10.02.04-0;TC – Punção para introdução de contraste (acrescentar o exame de base)
4.10.02.01-6;Tomomielografia (até 3 segmentos) – acrescentar a TC da coluna e incluir a punção
4.10.03.02-0;Laudo evolutivo de tomografia computadorizada por proce­ dimento
4.10.03.01-2;Revisão de tomografia computadorizada por procedimento
4.11.00.00-0;Código Procedimento Porte Custo Oper. Filme ou Doc. Incid. RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA
4.11.01.17-0;RM – Abdome superior (fígado, pâncreas, baço, rins, suprarrenais, retroperitônio)
4.11.01.51-0;Angio-RM arterial de abdome superior
4.11.01.53-7;Angio-RM arterial de crânio
4.11.01.55-3;Angio-RM arterial de membro inferior (unilateral)
4.11.01.57-0;Angio-RM arterial de membro superior (unilateral)
4.11.01.59-6;Angio-RM arterial de pelve
4.11.01.61-8;Angio-RM arterial de pescoço
4.11.01.49-9;Angio-RM arterial pulmonar
4.11.01.34-0;Angio-RM de aorta abdominal
4.11.01.33-2;Angio-RM de aorta torácica
4.11.01.52-9;Angio-RM venosa de abdome superior
4.11.01.54-5;Angio-RM venosa de crânio
4.11.01.56-1;Angio-RM venosa de membro inferior (unilateral)
4.11.01.58-8;Angio-RM venosa de membro superior (unilateral)
4.11.01.60-0;Angio-RM venosa de pelve
4.11.01.62-6;Angio-RM venosa de pescoço
4.11.01.50-2;Angio-RM venosa pulmonar
4.11.01.10-3;RM – Articulação temporomandibular (bilateral)
4.11.01.31-6;RM – Articular (por articulação)
4.11.01.43-0;RM – Avaliação de ferro (coração ou fígado), por órgão
4.11.01.27-8;RM – Bacia (articulações sacroilíacas)
4.11.01.03-0;RM – Base do crânio
4.11.01.21-9;RM – Bolsa escrotal
4.11.01.22-7;RM – Coluna cervical ou dorsal ou lombar
4.11.01.13-8;RM – Coração – morfológico e funcional
4.11.01.14-6;RM – Coração – morfológico e funcional + perfusão + estresse
4.11.01.15-4;RM – Coração – morfológico e funcional + perfusão + viabilidade miocárdica
4.11.01.28-6;RM – Coxa (unilateral)
4.11.01.01-4;RM – Crânio (encéfalo)
4.11.01.45-6;Difusão por RM
4.11.01.63-4;RM – Endorretal
4.11.01.64-2;RM – Endovaginal
4.11.01.37-5;Endoscopia virtual por RM – acrescentar ao exame de base
4.11.01.06-5;Espectroscopia por RM
4.11.01.04-9;Estudo funcional (mapeamento cortical por RM)
4.11.01.09-0;RM – Face (inclui seios da face)
4.11.01.19-7;RM – Fetal
4.11.01.23-5;RM – Fluxo liquórico (como complementar)
4.11.01.35-9;Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM)
4.11.01.48-0;RM – Mama (bilateral)
4.11.01.26-0;RM – Mão (não inclui punho)
4.11.01.25-1;RM – Membro superior unilateral (não inclui mão e articulações)
4.11.01.65-0;RM – Neuronavegador
4.11.01.07-3;RM – Órbita bilateral
4.11.01.08-1;RM – Ossos temporais bilateral
4.11.01.30-8;RM – Pé (antepé) – não inclui tornozelo
4.11.01.18-9;RM – Pelve (não inclui articulações coxofemorais)
4.11.01.20-0;RM – Pênis
4.11.01.05-7;Perfusão cerebral por RM
4.11.01.29-4;RM – Perna (unilateral)
4.11.01.11-1;RM – Pescoço (nasofaringe, orofaringe, laringe, traqueia, tireoide, paratireoide)
4.11.01.24-3;RM – Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar)
4.11.01.38-3;RM – Reconstrução tridimensional – acrescentar ao exame de base
4.11.01.66-9;RM para planejamento oncológico
4.11.01.47-2;RM – Planejamento
4.11.01.02-2;RM – Sela túrcica (hipófise)
4.11.01.12-0;RM – Tórax (mediastino, pulmão, parede torácica)
4.11.01.44-8;RM – Tractografia
4.11.02.01-0;Artro-RM (incluir a punção articular) – por articulação
4.11.03.02-5;Laudo evolutivo de ressonância magnética por procedimento
4.11.03.01-7;Revisão da ressonância magnética por procedimento
4.12.00.00-4;Código Procedimento Porte Custo Oper. PROCEDIMENTOS/TÉCNICAS DE RADIOTERAPIA EXTERNA
4.12.03.01-1;Betaterapia (placa de estrôncio) – por campo
4.12.03.02-0;Radiocirurgia (RTC) – nível 1, lesão única e/ou um isocentro – por tratamento
4.12.03.03-8;Radiocirurgia (RTC) – nível 2, duas lesões e/ou dois a quatro isocentros – por tratamento
4.12.03.04-6;Radiocirurgia (RTC) – nível 3, três lesões e/ou mais de quatro isocentros – por tratamento
4.12.03.05-4;Radioterapia com Modulação da Intensidade do Feixe (IMRT) – por tratamento
4.12.03.06-2;Radioterapia Conformada Tridimensional (RCT-3D) com Acelerador Linear – por tratamento
4.12.03.07-0;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons – por campo
4.12.03.08-9;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons – por campo
4.12.03.09-7;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto – por campo
4.12.03.10-0;Radioterapia de Corpo Inteiro – por tratamento
4.12.03.11-9;Radioterapia de Meio Corpo (HBI) – por dia de tratamento
4.12.03.12-7;Radioterapia de Pele Total (TSI) – por tratamento
4.12.03.13-5;Radioterapia Estereotáxica – 1º dia de tratamento
4.12.03.14-3;Radioterapia Estereotáxica – por dia subsequente
4.12.03.15-1;Radioterapia Externa de Ortovoltagem (Roentgenterapia) – por campo
4.12.03.21-6;Radioterapia intraoperatória por elétrons (IOeRT) – por tratamento
4.12.03.16-0;Radioterapia intraoperatória por fótons (IOfRT) – por tratamento
4.12.03.17-8;Radioterapia Rotatória com acelerador linear com fótons e elétrons – por volume tratado e por dia
4.12.03.18-6;Radioterapia Rotatória com acelerador linear só com fótons – por volume tratado e por dia
4.12.03.19-4;Radioterapia Rotatória com unidade de cobalto – por volume tratado e por dia
4.12.03.20-8;Sangues e derivados (por unidade)
4.12.04.01-8;Colimação individual – 1 por incidência planejada
4.12.04.02-6;Filme de verificação (cheque-filme) – 1 por incidência planejada/semana – filme à parte
4.12.04.03-4;Planejamento de tratamento computadorizado – 1 por volume tratado
4.12.04.04-2;Planejamento de tratamento computadorizado tridimensional – 1 por volume tratado
4.12.04.05-0;Planejamento de tratamento simples (não computadorizado) – 1 por volume tratado
4.12.04.06-9;Simulação de tratamento complexa (com tomografia e com contraste) – 1 por volume tratado
4.12.04.07-7;Simulação de tratamento intermediária (com tomografia) – 1 por volume tratado
4.12.04.08-5;Simulação de tratamento simples (sem tomografia computadorizada) – 1 por volume tratado
4.12.04.09-3;Sistemas de imobilização – cabeça (máscaras) ou membros – 1 por tratamento
4.12.04.10-7;Sistemas de imobilização – tórax, abdome ou pélvis – 1 por tratamento
4.12.05.01-4;Braquiterapia endoluminal de alta taxa de dose (BATD) – por inserção
4.12.05.02-2;Braquiterapia endoluminal de baixa taxa de dose (BBTD) – por inserção
4.12.05.03-0;Braquiterapia intersticial de alta taxa de dose (BATD) – por inserção
4.12.05.04-9;Braquiterapia intersticial de baixa taxa de dose (BBTD) com Césio – por inserção
4.12.05.06-5;Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo – por tratamento
4.12.05.05-7;Braquiterapia intersticial de baixa taxa de dose (BBTD) permanente de próstata – por tratamento
4.12.05.07-3;Braquiterapia intracavitária de alta taxa de dose (BATD) – por inserção
4.12.05.08-1;Braquiterapia intracavitária de baixa taxa de dose (BBTD) com Césio – por inserção
4.12.05.09-0;Braquiterapia oftálmica de baixa taxa de dose (BBTD) – por inserção
4.12.05.10-3;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com Césio – por inserção
4.12.05.11-1;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com ouro, irídio ou iodo – por tratamento
4.12.05.12-0;Braquiterapia por moldagem ou contato, de alta taxa de dose (BATD) – por inserção
4.12.06.02-9;Colocação ou retirada da placa oftálmica – 1 colocação e 1 retirada por tratamento
4.12.06.03-7;Colocação ou retirada dos cateteres – 1 colocação e 1 retirada por inserção
4.12.06.01-0;Filme de verificação (cheque-filme) de braquiterapia – 2 por inserção – filme à parte
4.12.06.04-5;Planejamento computadorizado de braquiterapia – 1 por inserção
4.12.06.05-3;Planejamento computadorizado tridimensional de braquiterapia – 1 por inserção
4.12.06.06-1;Planejamento não computadorizado de braquiterapia – 1 por inserção
4.12.06.07-0;Simulação de braquiterapia – 1 por inserção
4.13.00.00-9;Código Procedimento Porte Custo Oper. PROCEDIMENTOS
4.13.01.01-3;Angiofluoresceinografia – monocular
4.13.01.02-1;Angiografia com indocianina verde – monocular
4.13.01.40-4;Avaliação da função muscular por movimento manual (por membro)
4.13.01.17-0;Avaliação de vias lacrimais – monocular
4.13.01.03-0;Avaliação orbitopalpebral-exoftalmometria – binocular
4.13.01.04-8;Bioimpedanciometria (ambulatorial), exame
4.13.01.05-6;Biópsia do vilo corial
4.13.01.41-2;Calorimetria direta
4.13.01.06-4;Calorimetria indireta (ambulatorial), exame
4.13.01.07-2;Campimetria manual – monocular
4.13.01.38-2;Capilaroscopia periungueal
4.13.01.08-0;Ceratoscopia computadorizada – monocular
4.13.01.09-9;Coleta de material cérvico-vaginal
4.13.01.39-0;Coleta de raspado dérmico em lesões e sítios específicos para baciloscopia 0,04 de 1A
4.13.01.10-2;Colposcopia (cérvice uterina e vagina)
4.13.01.53-6;Colposcopia anal
4.13.01.54-4;Colposcopia por vídeo
4.13.01.11-0;Cordocentese
4.13.01.12-9;Curva tensional diária – binocular
4.13.01.13-7;Dermatoscopia (por lesão)
4.13.01.14-5;Ereção fármaco-induzida
4.13.01.15-3;Estéreo-foto de papila – monocular
4.13.01.16-1;Estesiometria (por membro)
4.13.01.18-8;Exame a fresco do conteúdo vaginal e cervical 0,04 de 1A
4.13.01.20-0;Exame de motilidade ocular (teste ortóptico) – binocular
4.13.01.21-8;Exame micológico – cultura e identificação de colônia 0,04 de 1A
4.13.01.22-6;Exame micológico direto (por local) 0,04 de 1A
4.13.01.23-4;Fotodermatoscopia (por lesão)
4.13.01.24-2;Gonioscopia – binocular
4.13.01.58-7;Gonioscopia – binocular – indicação específica
4.13.01.25-0;Mapeamento de retina (oftalmoscopia indireta) – monocular
4.13.01.59-5;Mapeamento de retina – monocular – indicação específica
4.13.01.26-9;Microscopia especular de córnea – monocular
4.13.01.27-7;Oftalmodinamometria – monocular
4.13.01.28-5;Peniscopia (inclui bolsa escrotal)
4.13.01.30-7;Potencial de acuidade visual – monocular
4.13.01.31-5;Retinografia (só honorário) monocular
4.13.01.47-1;Teste do reflexo vermelho em recém-nato (teste do olhinho)
4.13.01.32-3;Tonometria – binocular
4.13.01.57-9;Tonometria binocular – indicação específica
4.13.01.33-1;Tricograma
4.13.01.34-0;Urodinâmica completa
4.13.01.35-8;Urofluxometria
4.13.01.60-9;Vaginoscopia
4.13.01.36-6;Visão subnormal – monocular
4.13.01.37-4;Vulvoscopia (vulva e períneo)
4.13.01.55-2;Vulvoscopia por vídeo
4.14.00.00-3;Código Procedimento Porte Custo Oper. PROCEDIMENTOS
4.14.01.26-3;Audiometria para avaliação do ganho funcional com prótese auditiva
4.14.01.01-8;Avaliação da função muscular (por movimento) com equipamento informatizado (isocinético)
4.14.01.02-6;Avaliação da função muscular (por movimento) com equipamento mecânico (dinamometria/módulos de cargas)
4.14.01.73-5;Ganho funcional com estimulação bimodal (aas + implante coclear)
4.14.01.72-7;Ganho funcional com implante coclear unilateral
4.14.01.51-4;Oximetria não invasiva
4.14.01.04-2;Prova de autorrotação cefálica
4.14.01.05-0;Prova de Lombard
4.14.01.06-9;Teste cutâneo de puntura para 1 antígeno
